SMILES,Value,CASRN,MW,-log_value
CC(CN1CCCC1)C(=O)C1C=CC(=CC=1)C(F)(F)F,525.0,116287-13-9,285.34,-0.2647966464996706
CC(C)CCCCCCCCCCOCCCN,300.0,151789-06-9,257.52,-0.06631029104210533
CC(C)C1=CC(=CC=C1)OC(=O)NCC(=O)CSP(=S)(OC)OC,432.0,22343-07-3,391.49,-0.04276307365284116
O=C1OC(=O)C2C=CC=C3C(Cl)=CC=C1C=23,3460.0,8/1/4053,232.62,-1.172429047401923
CC(C)=CCCC(C)=CCCC(CO)=CCCC(C)=CCO,10900.0,64218-02-6,306.54,-1.5509393448747166
CCOP(=O)(N=C1SCS1)OCC,5.0,21548-32-3,241.3,1.683587317572767
CC(CC1C=CC=CC=1)(NC(=O)CN)C1C=CC=CC=1,983.0,128298-28-2,268.39,-0.5637871875040537
ClCCC(Cl)(Cl)Cl,490.0,1070-78-6,181.87,-0.4304350132298493
C=CC(=O)OCCCCOC(=O)C=C,587.0,1070-70-8,198.24,-0.4714468122156262
CC1C=C(CC2=CC(C)=C(O)C(C)=C2)C=C(C)C=1O,5000.0,5384-21-4,256.37,-1.2901028009491995
COP(C)(=S)SCC(=O)N(C)C(=O)OC,57.0,29173-31-7,271.33,0.6776229591512294
CCOC(=O)N(C)N=O,180.0,615-53-2,132.14,-0.13423820263100697
CC1C=CC2OC3C=CC(=CC=3C(=O)CC=2C=1)C(C)C(=O)OCCOCCO,219.0,72619-44-4,384.46,0.24440704676692207
COC1C=CC(=CC=1C(=O)NCC1=CN=CC=C1)C(=O)NCC1=CN=CC=C1,3000.0,32828-81-2,376.45,-0.9014139532429791
CC1C=C(Cl)C=CC=1OCC(O)=O,800.0,20405-19-0,200.63,-0.600694113839377
ClC1=C(C=CC=C1Cl)C1CCCCC1,4750.0,59330-98-2,229.16,-1.3165547960472916
O=C1C2CCCCC2C(=O)N1CCCCN1CCN(CC1)C1=NSC2C=CC=CC=21,870.0,129273-38-7,426.64,-0.3094576819437983
ClC1=CC(Cl)=C(C=C1)N=C(CN1C=NC=N1)SCC1C=CC(Cl)=CC=1,2800.0,86598-92-7,411.76,-0.8325138761001061
FC(F)(F)C1NC2=CC(Br)=C(Cl)C(Br)=C2N=1,8.471,53615-23-9,378.37,1.6499820132429226
CC=CC1=CC(OC)=C(C=C1)OP(=S)(OC)OC,250.0,15037-65-7,288.33,0.06194982329863675
CCCCC(C)(C)CO,2200.0,2370-13-0,130.26,-1.2276116069841425
CC(C)CC(C)OC(C)=O,6160.0,108-84-9,144.24,-1.6304949984500798
CN(C)C1C=CC(O)=CC=1,689.0,5882-48-4,137.2,-0.700865110536893
CN(C)N=NC1=CN=CC=C1,160.0,19992-69-9,150.21,-0.027421136537353206
CN1CC2=C(N)C=CC=C2C(C1)C1C=CC=CC=1,267.0,24526-64-5,238.36,-0.049277884611826035
CC1=CC2C=CC=NC=2N(C1=O)C1C=CC=CC=1,256.0,116288-88-1,236.29,-0.03479462301387054
OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1O)N1C=NC2=C1NC=NC2=O,3790.0,86-04-4,428.22,-0.9469722628275
COP(=O)(OC(C1C=CC(Cl)=CC=1Cl)=C(Cl)Br)OC,107.0,52899-13-5,410.41,0.5838341565138445
CNCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,700.0,10085-81-1,249.38,-0.44823641941194203
CCOC(=S)C=CC1C=CC(Cl)=CC=1,950.0,117666-82-7,226.74,-0.6221954629881896
CC(C)C(=O)OCC1C=CC=CC=1,2850.0,103-28-6,178.25,-1.203815321484607
CC(=NOC(O)=NC)C(C)(C)[N+]([O-])=O,13.0,20417-83-8,203.23,1.1940444648521784
N#CC1C=CC(=CC=1)[N+]([O-])=O,30.0,619-72-7,148.13,0.6935217681164475
OP(O)(=O)C1C=CC=CC=1,2000.0,1571-33-1,158.1,-1.1020981257317721
CC1CCCC2N1C(=O)C(=CN2CC)C(=O)OCC,746.0,30238-41-6,266.38,-0.44723721288919993
CCOC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl,3166.0,59897-92-6,273.6,-1.0633948174782584
CC1C=CC(=CC=1)C(=O)C1=CC=C(CC(=O)NC2C=CC(=CC=2)C(=O)OCC)N1C,1800.0,87344-11-4,404.5,-0.6483539791550149
CC1=CC(=O)NS(=O)(=O)O1,7431.0,55589-62-3,163.17,-1.6584069477706658
CCC/N=C(\O)/OCC(O)C1COC2=CC=CC=C2O1,1500.0,13887-60-0,281.34,-0.7268597759331883
CC1C=C(C)C=C(C)C=1N,743.0,88-05-1,135.23,-0.7399157657262296
CC(Cl)(Cl)CCl,1140.0,3175-23-3,147.43,-0.8883189858000623
O=C(Cl)C1C=CC=CC=1,3619.0,98-88-4,140.57,-1.4106959382753494
CC1=CCC(CC1O)C(C)=C,3000.0,99-48-9,152.26,-1.2945354292623696
CCC(C)(C)/N=C(\NC#N)/NC1=CN=CC=C1,14.0,60559-98-0,231.34,1.2181226955677378
CC(C)NCC(O)COC1C=CC(=CC=1)C1=C(C(=O)OC2C=C(C=CC=21)OC)C1C=CC=CC=1,1000.0,111038-37-0,459.58,-0.3376388791974852
CC(=O)NC(CS)C(O)=O,3000.0,616-91-1,163.22,-1.2643478811997495
N#CSC1C=CC(=CC=1)C(O)=O,83.0,16671-88-8,179.21,0.3342841474569947
CN(C)N=NC1C=C(C=CC=1)C(N)=O,54.0,36120-57-7,192.25,0.5514725886505001
CC1C=CC=C(CN(C)N=O)C=1,600.0,62783-49-7,164.23,-0.5626987575003932
CCN(CC)C(=O)C1=CC(=O)C2=CC=CC=C2O1,4000.0,32773-96-9,245.3,-1.2123624431215767
CN(C)C(=O)Cl,1000.0,79-44-7,107.55,-0.9683895852765186
CNC1C=CC(=CC=1)C(O)(C1C=CC(=CC=1)N(C)C)C1C=CC(=CC=1)N(C)C,500.0,561-41-1,375.56,-0.12429067394843289
OCC1(CC(O)=O)CCCCC1,20.0,7009-49-6,172.25,0.9351292349156822
CC1=C(CC(O)=O)C2C=C(C=CC=2N1C(=O)C=CC1C=CC=CC=1)OC,900.0,20168-99-4,349.41,-0.4109071792484184
ClC1C=CC=C(Cl)C=1Cl,756.0,87-61-6,181.44,-0.619788758288394
CC(C)(C)OOC(C)(C)C1C=CC=CC=1,4700.0,3457-61-2,208.33,-1.3533460440786054
CCC(C)N(C(C)CC)C(=O)SCC1C=CC=CC=1,10000.0,36756-79-3,279.49,-1.553633726319641
CNCC1CCCCC1,1410.0,25756-29-0,127.26,-1.0445271937551743
CCN1CC(CCN2CCOCC2)C(C1=O)(C1C=CC=CC=1)C1C=CC=CC=1,261.0,7081-53-0,378.56,0.16149421560955537
CC1=NC(COCCOCCN)=C(C(C1C(=O)OC)C1=CC=CC(Cl)=C1Cl)C(=O)OCC,136.0,134169-75-8,487.42,0.5543644369779428
CCCOP(=S)(CCl)SC1=CC=C(Cl)C=C1,80.0,1713-98-0,315.24,0.5955513318417516
CC1=CC=CC=C1OCC(O)CN(N/C=N/C(=O)C1C=CC=CC=1)C(C)C,2933.0,80176-21-2,369.51,-0.8996858668368464
CC(C)/N=C(\N)/NC(C)C,2880.0,38588-65-7,143.27,-1.3032372268695438
S=C1NCCN1,545.0,96-45-7,102.18,-0.7270306039303978
OC(NC1=NC=CS1)C(Cl)(Cl)Cl,2500.0,35317-79-4,247.54,-1.0042946220665017
S=C1N=CC=NC(=S)SSSS1,8530.0,7789-83-5,270.5,-1.4987817617249348
CC1CC(=S)C(N)=NN=1,1975.0,18591-81-6,141.22,-1.1456708928037185
CCOP(=S)(OCC)SCC=C(F)C(F)F,681.0,16500-53-1,294.33,-0.3643125814800333
CC(C)=CC(O)=O,3560.0,541-47-9,100.13,-1.5508857818074997
CN(C)CCCN1C2C=CC=CC=2CCC2C=CC=CC1=2,305.0,113-52-0,280.45,-0.03644439500125031
CCCCN1C=NN=C1,50.0,16227-10-4,125.2,0.3986343245383921
CC(CC)C1CCCCC1(C#C)OC(C)=O,680.0,37172-05-7,222.36,-0.4854522473397139
CC(C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1)[N+]([O-])=O,750.0,117-27-1,310.19,-0.3834334706066441
CC1=CC=CC=C1C1=NN=C(NN)S1,120.0,65871-41-2,206.3,0.23531798192552672
CCC(=O)OCC=CC1C=CC=CC=1,3400.0,103-56-0,190.26,-1.252131424631523
OC1C=C(C=CC=1)OC1C=CC=CC=1,1211.0,713-68-8,186.22,-0.8131178208307588
O=C1C(C2CC(CC3=CC=CC=C32)C2C=CC(=CC=2)C2C=CC(Br)=CC=2)C(=O)SC2=CC=CC=C12,0.56,104653-34-1,539.51,2.983811471882182
O=NN(CCCC(F)(F)F)CCCC(F)(F)F,750.0,83335-32-4,266.22,-0.4498205842915015
NCCCOCCOCCOCCCN,2850.0,4246-51-9,220.36,-1.1117120963072264
OC(CNC1=CC=CC=C1NCC(O)CCl)CCl,900.0,85095-79-0,293.22,-0.4870489200275094
CC(C)C1=CC2=CC(=CC=C2C=C1)C(C)C,4320.0,38640-62-9,212.36,-1.3084110301457927
[O-][N+](=O)C1C=CC(Cl)=CC=1C(F)(F)F,554.0,118-83-2,225.56,-0.3902476788121142
O=C1CCC2C=C(C=CCN3CCN(CC3)C3=CC(Cl)=CC=C3)C=CC=2N1,500.0,80834-55-5,381.94,-0.11697486057494431
OC1C(=CC(Cl)=CC=1C1C=CC=CC=1)C(=O)NC1C=C(Cl)C=CC=1Cl,6310.0,5607-54-5,392.67,-1.2060016368179893
COC1C=CC2CC3C4C=CC(O)C5OC=1C=2C45CC[N+]3(C)[O-],1600.0,3688-65-1,315.4,-0.7052582936630407
CCCCCCCCOC(CBr)C1C=CC(=CC=1)C(C)(C)C,250.0,21270-06-4,369.43,0.16959215126118293
OCC1C=CC=CC=1,1230.0,100-51-6,108.15,-1.0558785876642878
CSCC(=NO)C(C)(C)C,813.0,39195-82-9,161.3,-0.7024561782051066
OC(=O)C1=C(Cl)C(Cl)=CC=C1Cl,1500.0,50-31-7,225.45,-0.8230410194130918
CCN(CCO)CCO,4570.0,139-87-7,133.22,-1.53534677074901
OS(=O)(=O)C1=CC2C=CC=CC=2C=C1,4440.0,120-18-3,208.25,-1.3287979600357946
CN1CCC(CC1)N(CC1=CC=CS1)C1C=CC=CC=1,1060.0,86-12-4,286.48,-0.5682115572609236
O=CC=CC1CO1,62.0,64011-46-7,98.11,0.19932158621483553
N#CCCCl,10.0,542-76-7,89.53,0.9519685844929108
NC(=O)N1C2=CC=CC=C2C=CC2C=CC=CC1=2,1957.0,298-46-4,236.29,-0.9181454833600222
C=CCOC(=O)CCC=C,570.0,99-67-2,140.2,-0.6091268420418516
CC1OC2C(CO1)OC(OC1C3COC(=O)C3C(C3=CC4OCOC=4C=C31)C1=CC(OC)=C(O)C(=C1)OC)C(O)C2O,1784.0,33419-42-0,588.61,-0.48156721390762447
CC1C=CC(=CC=1)S(=O)(=O)OC1=CC(=CC2=CC(=CC(N)=C21)S(O)(=O)=O)S(O)(=O)=O,11500.0,6837-93-0,473.54,-1.3853411705400702
CC(C)OP(=S)(OC(C)C)SCN1N=CC=CC1=O,50.0,51356-07-1,322.43,0.809465438934486
CS(=O)(=O)C1=CC2=C(C=C1)SC1=CC=CC=C1N2CCCN1CCC(CC1)C(N)=O,976.0,14008-44-7,445.66,-0.34044616172467224
CC(C)(C)NCCO,1620.0,4620-70-6,117.22,-1.140513297497031
C=CC1C=CC=CN=1,100.0,100-69-6,105.15,0.021809277022339944
CC(C)NC(=S)NC(C)C,450.0,2986-17-6,160.32,-0.44822480958819205
CC1C=C2C(=CC=1)C(=NC(=O)N2C(C)C)C1C=CC=CC=1,759.0,22760-18-5,278.38,-0.43560374539390334
COP(=O)(CC)SCC,9.9,90245-33-3,168.22,1.2302424340419684
CC(O)(P(O)(O)=O)P(O)(O)=O,2000.0,77001-44-6,206.04,-0.9870784544554398
O=C(CCCN1CC=C(CC1)C1C=CC(Cl)=CC=1)C1=CC2CCC(=O)NC=2C=C1,500.0,80834-72-6,408.96,-0.08728917219373153
CC[N+]1(C)CC(CCC1)OC(=O)C(O)(C1C=CC=CC=1)C1C=CC=CC=1,850.0,13473-38-6,354.51,-0.3797904354658261
CCOC1C=C2C(=CC=1N)NC1CCCCC=12,810.0,63716-32-5,230.34,-0.5461156563776011
NCCNCCNCCN,2285.0,38260-01-4,146.28,-1.1937012527398623
[O-][N+](=O)C1C2=C(C=CC=1C(O)=O)C(=O)C1=CC=CC=C1C2=O,2000.0,128-67-6,297.23,-0.8279373541793391
O=C1NC2N=CNC=2C=N1,1035.0,2308-57-8,136.13,-0.8809865052749795
ClC1=C(Cl)C2OC3C=C(Cl)C(Cl)=CC=3C=2C=C1Cl,0.916,57117-31-4,340.4,2.5700940777446997
CC1C=CC(=CC=1)C(=O)C1=CC=C(CC(O)=O)N1C,914.0,64490-92-2,257.31,-0.5504895309365176
CC1C=C(C(=CC=1N)OC)N(C)C,29.7,68104-02-9,180.28,0.7831911000817275
CC1N=C(C)C(C(C=1C(=O)OC)C1C=CC=CC=1OC(F)F)C(=O)OC,6320.0,71653-63-9,367.38,-1.2356015684630084
C=CCI,10.0,556-56-9,167.98,1.225257576924099
CC(N)CCN,1350.0,590-88-5,88.18,-1.1849636740047023
CCCCCC(O)C=CC1C(CCCCCCC(O)=O)C(=O)CC1O,228.0,745-65-3,354.54,0.1917303933628563
CN1CC(CN2C3=CC=CC=C3SC3C=CC=CC2=3)CC1,162.0,1982-37-2,296.47,0.26246573882836494
NC1=CC(=C(C=C1)C=CC1C=CC(=CC=1S(O)(=O)=O)[N+]([O-])=O)S(O)(=O)=O,14200.0,119-72-2,400.42,-1.5497725830864773
CC(CC1C=CC=CC=1)(NC(=O)CN)C1C=CC=CC=1,733.0,118754-14-6,268.39,-0.436337644313046
OS(=O)(=O)C1C=C(C=CC=1)N=NC1C=CC(=CC=1)NC1C=CC=CC=1,5000.0,587-98-4,353.43,-1.1506665936262757
CC1=CC=CC=C1N1C(=O)C2C=C(N)C=CC=2N=C1C,60.0,963-34-8,265.34,0.6456514744189367
CC(CC(CC)=NO)CC,3800.0,22457-23-4,143.26,-1.4236586497942072
C[Si](C)(C)N=C=N[Si](C)(C)C,1728.0,1000-70-0,186.45,-0.9669813504455484
CN(C)/C(/O)=N/C1=CC(Cl)=C(C=C1)N1N=C(OC1=O)C(C)(C)C,1000.0,34205-21-5,338.83,-0.4700181442160245
CCC12COCN1COC2,5249.0,7747-35-5,143.21,-1.5641032280282385
CCN1C=C(C(O)=O)C(=O)C2C=NC(=NC1=2)N1CCNCC1,16000.0,51940-44-4,303.36,-1.7221616669979525
COC(OC)C1=CC=CC=C1[N+]([O-])=O,3420.0,20627-73-0,197.21,-1.2390971729625677
OC(=O)C1C=C(O)C(O)=C(C=1)OC(=O)C1=CC(O)=C(O)C(O)=C1,2260.0,536-08-3,322.24,-0.8459289902738769
[N-]=[N+]=NP(=O)(C1C=CC=CC=1)C1C=CC=CC=1,240.0,4129-17-3,243.22,0.005788042427362614
CCCCCCCCCC1C=CC(=CC=1)OP(OC1C=CC(CCCCCCCCC)=CC=1)OC1C=CC(CCCCCCCCC)=CC=1,10000.0,26523-78-4,689.11,-1.1617114477876658
O=C1C(C2C=CC=CC=2)C(=O)C2C=C(Br)C=CC1=2,150.0,1470-35-5,301.14,0.30267718701001933
CCC(C)C1C=CC=CC=1O,320.0,89-72-5,150.24,-0.32836440339787026
OCCN1CCN(CCC=C2C3C=CC=CC=3SC3C=CC(=CC=32)C(F)(F)F)CC1,791.0,2413-38-9,434.57,-0.2601167414583191
O=C(CF)OCCOC(=O)CF,2.2,372-77-0,182.14,1.917982651417618
COP(=S)(Cl)OCC,700.0,13289-13-9,174.6,-0.6030538006447059
CCC1C=CC(C=C)=NC=1,1230.0,5408-74-2,133.21,-0.9653682831381206
CN1CCCC(CC1)N1N=C(CC2C=CC(Cl)=CC=2)C2=CC=CC=C2C1=O,310.0,58581-89-8,381.94,0.09063344992680178
CCC(O)(CC)C1NN=CC=1Cl,236.0,99233-24-6,188.68,-0.09718613539644236
[O-][N+](=O)C1=CC=CC2NC(=NC=21)C(F)(F)F,10.565,14689-51-1,231.15,1.3400243963857683
COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CC1OC)CCCOC1C=CC(F)=CC=1,4166.0,81098-60-4,466.0,-0.9513333489217268
NC#N,158.0,156-62-7,42.05,-0.5748910868204917
CCOC(=O)C1CC2CC1C1OC21,4760.0,97-81-4,182.24,-1.416963245985468
CNC(=O)C1C=C(C=CC=1OCCO)C1C=CC=CC=1,2700.0,63906-81-0,271.34,-0.9978499434944442
COC(=O)C1=CC=CO1,300.0,611-13-2,126.12,-0.3763372926437954
CCCCCN(N=O)C(N)=O,560.0,10589-74-9,159.22,-0.546190407423095
NC1C=C2C(C=C(C(N=NC3C=CC(=CC=3)C3C=CC(=CC=3)N=NC3C(=CC4=CC(=CC(N)=C4C=3O)S(O)(=O)=O)S(O)(=O)=O)=C2O)S(O)(=O)=O)=CC=1,6450.0,2429-73-4,764.83,-0.925994800091427
CN1CC(CCN2CC=C(CC2)C2C=CC=CC=2)OC1=O,340.0,21820-82-6,286.41,-0.07449073975768983
CC(OC1C=CC(=CC=1)OC1C=CC(Cl)=CC=1)C(O)=O,1200.0,26129-32-8,292.73,-0.6127140133069866
CCCCCN(CCCCC)N=O,1750.0,13256-06-9,186.34,-0.9727319575333813
CCCOC(C1NCCN=1)C1C=CC=CC=1,350.0,33236-21-4,218.33,-0.204954629578875
CCCP(=O)(OC)SC,25.0,90220-19-2,168.22,0.8279376199674807
C[N+](C)(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC,13000.0,107-64-2,551.19,-1.3726420225513436
ClC1C=C(Cl)C(=CC=1)C(CN1C=NC=C1)SCC1C=CC(Cl)=CC=1,1741.0,61318-91-0,397.77,-0.6411667457873487
CC(N)(CO)CO,17000.0,115-69-5,105.16,-2.2085983439439487
O=C(CC1C=CC(=CC=1)C1C=CC=CC=1)NC1=CC=CC=N1,1857.0,51484-40-3,288.37,-0.8088618263059398
CN(N=O)C1C=NC=CC=1,10.0,69658-91-9,137.16,1.1372274764429067
CCCCOC(=O)C=CC(=O)OCCCC,8530.0,105-75-9,228.32,-1.5724050753969514
CC1=C(C2C(O)=C3C(C(C(C)C)=C(O)C(O)=C3C=O)=C(N)C=2C)C(O)=C2C(C(C(C)C)=C(O)C(O)=C2C=O)=C1N,3270.0,25497-49-8,548.64,-0.7752602848894171
CCCCP(CCCC)CCCC,750.0,998-40-3,202.36,-0.5689365926551703
CC1=C(CC(=O)C(C(=O)OC)C(=O)OC)C2C=C(C=CC=2N1C(=O)C1C=CC(Cl)=CC=1)OC,208.0,57846-35-2,471.92,0.3558050481983297
FC(F)(F)C1NC2C=C(Cl)C=C(I)C=2N=1,24.0,89427-01-0,346.48,1.15946692901018
ClC1(Cl)C2(Cl)C3C=CC(Br)C3C1(Cl)C(Cl)=C2Cl,1040.0,3186-23-0,417.75,-0.3961168807333514
OC(=O)CNCC(O)=O,8070.0,928-72-3,133.12,-1.7826302257754216
CC(=O)C1C(Cl)=C(Cl)C(Cl)=C(Cl)C=1Cl,1250.0,25201-35-8,292.36,-0.630992059796121
COP(=O)(OC1=CC(Cl)=C(C=C1)[N+]([O-])=O)OC,10.0,2255-15-4,281.6,1.4496326504700747
FC(F)(F)C1NC2C(N=1)=C(Br)C=CC=2Br,18.049,4228-97-1,343.93,1.2800169147626146
OCCOC1=CC(Cl)=C(Cl)C=C1Cl,1500.0,2122-77-2,241.5,-0.7931741239681502
CC1C=CC(=CC=1N(C)C)O/C(/O)=N/C,46.0,14144-91-3,208.29,0.6559105882946417
COP(=S)(OC)SCSC1C=CC=CC=1,16.0,18722-80-0,280.4,1.2436580266386963
O=C1CN=C(C2=CC=CC=C2F)C2C=C(Cl)C=CC=2N1CC1CC1,10060.0,25967-29-7,342.82,-1.4675318301400804
CC(C)(C)NCC(O)C1=CC=CC=C1Cl,560.0,56776-01-3,227.76,-0.39071057286730176
NC#N,280.0,420-04-2,42.05,-0.8233920312082883
N#C[SeH],10.0,3425-46-5,105.99,1.025264892154508
CC1C=CC(=CC=1)OC(=O)C1C=CC=CC=1,2644.0,614-34-6,212.26,-1.095393290919921
C=CCOCC=C,320.0,557-40-4,98.16,-0.5132154286009581
C1CCCCC1NC1CCCCC1,2580.0,13283-96-0,181.36,-1.1530781988447691
CC(=O)OC1C(O)CNC1CC1C=CC(=CC=1)OC,72.0,22862-76-6,265.34,0.5664702283713119
COC1C=CC(=CC=1F)C(OCC)C1NCC(C)(C)CN=1,320.0,33210-47-8,294.41,-0.036197421054371834
CNCCCN1C2C=CC=CC=2CCC2C=CC=CC1=2,871.0,58-28-6,266.42,-0.5144513310424047
CC1=NC(=O)NC(=O)C1N(CCCl)CCCl,2.4,520-09-2,266.15,2.0449152287971675
CC(=O)NC(CCSC)C(=O)NCCC1=CC(OC(=O)OCC)=C(C=C1)OC(=O)OCC,2000.0,74639-40-0,470.6,-0.6283780728239787
OC(=O)C1=CC(I)=CC(I)=C1I,813.0,17601-49-9,499.8,-0.2112942938036369
CCCCCCOC1C=CC(=CC=1)NNC=O,717.0,107187-05-3,236.35,-0.4819635490288674
CCCCOC(=O)CC#N,4180.0,5459-58-5,141.19,-1.4713723435480128
NC(=O)CBr,100.0,683-57-8,137.97,0.13978466429370007
CC(/N=C(\O)/CC)C(CCC)CCC,700.0,52030-05-4,199.38,-0.5454164483519022
O=C1CN2CCOC2(C2C=C(Cl)C=CC=2N1)C1C=CC=CC=1Cl,1780.0,24166-13-0,349.23,-0.7073084583554554
OC(=O)CCl,55.0,79-11-8,94.5,0.23506911901501912
NCC1CC2CC1CC2,1410.0,14370-50-4,125.24,-1.0514760537105023
CCP(C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1,79.0,4736-60-1,292.38,0.5683205704744967
NC1=CC=C(C=C1)C(=O)CC#N,2263.0,59443-94-6,160.19,-1.150049152570881
NC1C=C(Cl)C(N)=CC=1Cl,1750.0,20103-09-7,177.04,-0.994966647767093
NC1C=CC(=CC=1)N=NC1C=CC=CC=1,1250.0,3457-98-5,197.26,-0.801870984220462
O=C(NC1=CN=NS1)NC1C=CC=CC=1,5350.0,51707-55-2,220.28,-1.3853787142119836
CC1C=C(O)C=CC=1[N+]([O-])=O,1200.0,2581-34-2,153.15,-0.8940642449050333
CCN1CN(CO)C(=O)N(C1)CO,8220.0,134-97-4,189.25,-1.6378359293679399
CC(=O)OC(C1C=CC=CC=1)C(Cl)(Cl)Cl,6800.0,90-17-5,267.54,-1.4051201899729855
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2C=CC=CC=21,251.0,5786-21-0,326.86,0.1146880548895358
CCOP(=S)(OC(Cl)C(Cl)(Cl)Cl)OCC,4.8,54593-83-8,336.01,1.845110965252927
CN(C)C(=O)NC1C=CC(Cl)=CC=1,1053.0,150-68-5,198.67,-0.7242960794058767
NC1N=C2N=CNC2=CN=1,723.0,452-06-2,135.15,-0.7283222472597866
CC(C1=CC(Cl)=C(Cl)C=C1)N1N=C(N)CC1=O,1559.0,55294-15-0,272.15,-0.7580377765357491
N#CC1=CC2NC(=NC=2C(Cl)=C1Cl)C(F)(F)F,3955.0,89427-25-8,280.04,-1.149926418853787
CCC1OC1(C)C,3500.0,1192-22-9,100.18,-1.54328701699678
C1=NN=C(OC2C=CC=CC=2)C2=CC=CC=C21,1000.0,100537-30-2,222.26,-0.6531386899882643
CCCCCCCCCCCCCCCCCOCC,1260.0,68439-49-6,284.59,-0.6461509094575614
N#CCCCCC(O)=O,1000.0,5264-33-5,127.16,-0.8956494807572648
OC(=O)C=CC(O)=O,3380.0,371-47-1,116.08,-1.4641593008479754
N#CC(Cl)(Cl)C#N,130.0,13063-43-9,134.95,0.016229536585698628
CC1N=C(N=C(NC(=O)NS(=O)(=O)C2C=C(I)C=CC=2C(=O)OC)N=1)OC,2678.0,185119-76-0,507.3,-0.722545710358586
C1=CC=CC=C1C1NN=NN=1,1901.0,18039-42-4,146.17,-1.1141238699028881
CC1=CC(Cl)=CC=C1OCC(O)=O,1200.0,19480-39-8,200.63,-0.7767853728950582
CC(C)C(O)=O,2518.0,79-31-2,88.12,-1.4559812372931138
CC1=NC=C(C)N=C1C,806.0,14667-55-1,122.19,-0.8192993769994306
CC1=NN(C(=O)C2=NOC(C)=C12)C1C=CC=CC=1,1000.0,15911-15-6,241.27,-0.6174966757888493
CC1C=CC=C(C)C=1N(COCC(C)C)C(=O)CCl,1775.0,24353-58-0,283.83,-0.7961400601883398
CCCCCCCCCCCCCCCC(=O)NC(CCC(O)=O)C(O)=O,2000.0,38079-66-2,385.61,-0.7148817077555275
CNS(=O)(=O)CCNC(=O)N(CCCl)N=O,40.0,91893-37-7,272.75,0.8337047679324171
FC(F)(F)C1NC2C=C(Cl)C=C(Br)C=2N=1,7.184,89426-99-3,299.48,1.6200015007967534
[O-][N+](=O)C1C=C(C(=CC=1)NC1C=CC(O)=CC=1)[N+]([O-])=O,15610.0,119-15-3,275.24,-1.7536913538880627
NC1C=CN=CC=1,22.0,504-24-5,94.13,0.6313053778658212
CC(O)CNC(C)(C)CC1C=CC=CC=1,350.0,21564-62-5,207.35,-0.22736400465023893
CC1C=C(C=CC=1S(C)(=O)=O)OP(=O)(OC)OC,30.0,14086-35-2,294.29,0.9916542502661021
NS(=O)(=O)C1C=CC(=CC=1)NC(=O)C1=CC(=O)C2=CC=CC=C2O1,5000.0,3845-20-3,344.37,-1.161944693731951
O=NN1CCCC1,900.0,930-55-2,100.14,-0.9536349223764345
CC(C)C1CCC(C)CC1OC(=O)NC,250.0,17578-43-7,213.36,-0.0688270059902179
O=C1C2=CC=CC=C2N(CN1C1C=CC=CC=1)C(=O)CN1CCOCC1,2135.0,19395-78-9,351.44,-0.7835466891037787
CCOC1=CC=C(C2=CC=CC=C21)C(=O)COC(=O)CCC(O)=O,3500.0,60634-59-5,330.36,-1.0250805869093205
NC(Cl)(Cl)C1=NC(Cl)=C(Cl)C(Cl)=C1Cl,1500.0,76840-13-6,314.8,-0.6780565353686543
N#CO,681.0,917-61-3,43.03,-1.1993757658302298
CC(C)C1=CC=C(C=C1)C(C[N+]1C=CC=CC=1)OCCCCCCCCCCCC,250.0,21270-25-7,410.73,0.21561641650600735
CC(=O)CC1=CC=C(C=C1)OC,3330.0,122-84-9,164.22,-1.3070181857125527
CC1C=C(N)N(N=1)C1C=CC=CC=1,2500.0,1131-18-6,173.24,-1.1592918336142328
CC1C(=CC(=CC=1[N+]([O-])=O)[N+]([O-])=O)C(N)=O,600.0,148-01-6,225.18,-0.4256214355869176
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,1010.0,126-72-7,697.61,-0.16070867635111974
CC(C)=C1C(=O)N(C2C=CC=CC=2)N(C2C=CC=CC=2)C1=O,1285.0,26485-81-4,292.36,-0.642985174455378
O=C1C=CC2C=C(Br)C=CC=2C1=O,3900.0,6954-48-9,237.05,-1.2162246473715237
C=CCNC(N)=S,200.0,109-57-9,116.21,-0.2357864944775174
C[N+](C)(CC=C)CC=C,3930.0,7398-69-8,126.25,-1.4931611635847277
CNC(=O)ON=CC1(C)SC(C)C(C)S1,2.5,33160-78-0,248.41,1.9972290661553833
CC(C)CNCC(C)C,258.0,110-96-3,129.28,-0.3000883625327192
C(CN1CCCC1)OC1=CC=NC2=CC=CC=C12,280.0,32226-69-0,242.35,-0.06271500728344113
CCN(CCCCOC(=O)C1=CC(OC)=C(C=C1)OC)C(C)CC1C=CC(=CC=1)OC,1540.0,2753-45-9,429.61,-0.5544463389869717
